35912665,O2Z-308,22/07/2019,156
32244565,M8W-853,18/11/2019,335
34248357,H4R-733,6/02/2019,308
81485316,E1N-544,31/08/2019,159
30046639,S3F-021,17/11/2019,160
47844324,X7J-719,14/09/2019,101
64532449,X3Z-285,23/01/2019,162
34248357,U0T-459,21/06/2019,161
48878256,Z4L-514,18/10/2019,145
15559308,X6O-905,2/01/2019,335
50201756,K5K-595,15/09/2019,142
99950484,Y6I-680,28/05/2019,166
74325123,H0E-855,12/09/2019,143
35671623,V4E-749,23/09/2019,321
85501710,Z4K-431,26/07/2019,122
49428502,C0A-114,23/06/2019,338
30046639,P6I-223,19/01/2019,136
53853385,O4X-603,22/12/2019,146
63736112,K0D-676,16/04/2019,160
87495937,M5G-669,4/12/2019,324
15559308,S3L-803,2/09/2019,130
16477908,W7C-957,2/01/2019,115
81799482,V7P-711,1/05/2019,161
31107104,O3T-110,19/06/2019,301
31107104,E0I-722,8/03/2019,138
49927087,G7B-252,22/05/2019,152
12270502,Y5F-449,17/12/2019,330
32090869,L4B-291,18/10/2019,145
80310768,N5J-515,13/04/2019,323
19963454,D9A-711,21/11/2019,111
71832810,T1K-210,14/07/2019,202
88167677,B4C-100,13/06/2019,315
35912665,O4X-500,15/12/2019,155
70414420,U5T-348,11/03/2019,106
54141214,J7Y-327,26/09/2019,333
79672079,O3H-954,9/01/2019,305
81485316,F1O-596,14/07/2019,339
44346371,S4J-282,4/09/2019,335
71832810,Q3M-512,13/09/2019,124
27864822,T9U-338,30/03/2019,326
82031355,H6X-124,5/04/2019,122
64178096,I0X-469,18/03/2019,336
35912665,O2Z-308,23/03/2019,126
88854166,H3E-885,2/07/2019,121
21621497,W5W-525,30/01/2019,321
75945248,K6X-977,7/12/2019,307
21621497,Z7C-785,31/01/2019,163
77367073,H9A-097,16/12/2019,134
87282766,S1D-093,17/06/2019,165
84186239,W9Y-717,18/01/2019,330
96693273,C0G-556,26/04/2019,148
35671623,P2Q-870,26/12/2019,328
96693273,B9X-420,30/05/2019,322
89941095,P6T-244,25/09/2019,134
32244565,J1E-736,7/11/2019,316
38862473,S6Y-726,13/07/2019,328
68310808,K2N-341,5/01/2019,306
54141214,G2I-709,18/03/2019,152
27185429,S9I-160,19/11/2019,151
60784914,A8J-929,1/05/2019,170
71578206,Y9F-491,4/05/2019,127
38862473,I4B-541,26/08/2019,309
79641328,X8Q-687,19/05/2019,151
32244565,K4F-319,29/01/2019,153
15559308,S3L-803,26/11/2019,133
96693273,A6K-820,10/05/2019,306
35297848,O7D-970,8/04/2019,117
87495937,L2H-207,9/08/2019,119
42956681,A6D-661,22/03/2019,320
71832810,W1C-444,2/09/2019,166
47844324,X7J-719,2/01/2019,329
32244565,W9L-468,20/12/2019,208
77763722,D1M-667,19/03/2019,304
64532449,J0V-437,16/12/2019,149
53853385,O5L-856,1/09/2019,170
82031355,H6X-124,23/10/2019,165
77367073,W4W-684,14/01/2019,336
88167677,V7U-622,6/09/2019,127
26522329,W7R-114,12/06/2019,332
80457845,M7F-612,3/06/2019,137
73972114,J2M-606,17/03/2019,320
49927087,M8Q-758,29/11/2019,137
75945248,K6X-977,13/05/2019,152
80457845,Z5G-762,1/07/2019,126
81799482,E3U-768,9/03/2019,104
69252518,Y0Y-415,28/09/2019,305
34976629,I0Y-720,8/08/2019,117
35912665,O4X-500,19/12/2019,136
87495937,Z8C-558,10/05/2019,121
53374153,V7L-069,3/09/2019,142
26522329,W7R-114,22/07/2019,341
88167677,V7U-622,3/10/2019,160
27185429,S9I-160,23/11/2019,332
34976629,J8B-303,16/01/2019,334
73567806,Q9D-870,18/03/2019,327
88854166,L3N-150,24/08/2019,319
67185679,I2P-193,10/08/2019,122
32244565,M8W-853,29/04/2019,325
73567806,A7Y-833,15/04/2019,341
77763722,W2L-827,8/10/2019,129
24859596,L6D-758,8/06/2019,328
15559308,S3L-803,20/09/2019,161
85501710,N2C-590,27/10/2019,112
53374153,V7L-069,20/06/2019,159
54447051,G3Y-654,30/06/2019,205
24859596,B8B-326,16/03/2019,302
38862473,I4B-541,15/09/2019,339
21621497,W5W-525,5/06/2019,146
79766395,T3R-184,7/01/2019,305
54447051,G3Y-654,30/01/2019,304
15559308,T8F-368,27/09/2019,140
50201756,X8O-807,28/09/2019,106
64178096,I0X-469,4/10/2019,207
35683701,D5W-953,30/01/2019,155
15559308,X6O-905,8/02/2019,150
71578206,G7Z-721,4/11/2019,111
88167677,Y4Y-028,7/03/2019,161
48450395,G1P-591,16/07/2019,132
81528434,B3U-020,11/03/2019,311
70414420,U5T-348,12/07/2019,164
84186239,T6W-978,11/04/2019,117
96693273,C0G-556,12/02/2019,131
99950484,Y9W-731,30/09/2019,329
47528229,T8Y-354,16/01/2019,149
71578206,L4H-670,4/02/2019,123
12858682,T5L-371,8/06/2019,121
12443643,R8H-409,27/07/2019,170
73567806,W9Z-281,29/06/2019,311
54447051,D5W-773,18/12/2019,132
49927087,X3E-271,11/08/2019,144
85501710,Z4K-431,19/06/2019,113
37080813,P7E-145,17/09/2019,203
99950484,L8A-167,6/08/2019,141
89941095,P6N-119,31/08/2019,150
77367073,W4W-684,25/09/2019,157
53374153,G6I-762,1/10/2019,305
35912665,O2Z-308,14/10/2019,156
13219606,N1O-921,21/03/2019,150
48878256,F2F-895,9/10/2019,137
27864822,T9U-338,18/07/2019,321
50200823,Q6C-943,15/02/2019,165
64532449,X3Z-285,31/10/2019,122
32244565,W9L-468,29/07/2019,136
89314225,C3A-423,19/06/2019,318
87495937,Z8C-558,16/09/2019,304
51395324,M4Z-108,3/05/2019,121
29989682,W3T-571,29/01/2019,311
81485316,F1O-596,5/01/2019,327
87282766,S1D-093,25/02/2019,135
29989682,W3T-571,3/12/2019,302
84186239,T6W-978,25/10/2019,158
73357516,G0B-604,2/09/2019,339
31107104,E0I-722,6/01/2019,154
48450395,H6H-085,24/06/2019,321
64532449,X3Z-285,25/01/2019,108
49428502,C0A-114,6/02/2019,152
60784914,C6Q-548,25/11/2019,116
80310768,M1E-751,15/05/2019,208
73357516,E6R-293,21/05/2019,147
39544560,N4J-043,27/10/2019,127
