15029228,C0P-895,10/12/2019,201
48450395,Q5S-871,16/10/2020,151
73357516,E6R-293,27/05/2019,151
50200823,Q6C-943,23/07/2020,115
88167677,V7U-622,6/09/2019,127
16925690,F3F-478,14/05/2019,321
87282766,S1D-093,25/02/2019,135
73357516,G0B-604,2/09/2019,339
38862473,S6Y-726,14/05/2019,306
82031355,J0J-790,25/11/2020,102
54141214,J7Y-327,20/04/2019,140
15115705,N9Q-814,3/01/2019,170
39544560,Y0K-784,6/06/2019,126
32244565,W9L-468,20/09/2020,339
60784914,C6Q-548,20/05/2020,128
73567806,E2D-493,26/07/2019,320
47844324,X7J-719,2/01/2019,329
15559308,X6O-905,3/11/2020,330
16925690,F3F-478,21/02/2020,323
27864822,T9U-338,16/01/2019,318
42956681,A6D-661,29/07/2020,134
53853385,R6P-267,27/11/2020,153
54447051,D5W-773,18/12/2019,132
60784914,A8J-929,19/10/2019,319
89941095,P6T-244,24/09/2019,131
71578206,L4H-670,16/11/2020,162
32090869,L4B-291,16/04/2020,331
79766395,T3R-184,7/01/2019,305
88167677,O0C-616,5/05/2019,335
73567806,A7Y-833,31/12/2019,124
73357516,J2K-636,1/02/2020,158
86718074,L4O-783,6/12/2019,104
71578206,G7Z-721,5/08/2020,341
32244565,J1E-736,7/11/2019,316
79766395,H7P-047,23/08/2020,204
49428502,T0V-569,7/10/2019,306
63736112,T9A-930,30/07/2020,137
53853385,O5L-856,4/10/2020,156
73357516,J2K-636,6/09/2020,126
73357516,G0B-604,25/06/2019,311
30046639,L8F-459,8/08/2020,305
73972114,J2M-606,31/08/2020,316
77367073,H9A-097,8/05/2020,313
77367073,W4W-684,20/03/2020,101
82870470,C4O-436,10/06/2019,108
77763722,Q4P-612,23/10/2020,112
32244565,J1E-736,8/04/2019,134
27268323,L6Z-161,28/01/2020,138
34248357,U0T-459,11/02/2019,103
24859596,A8P-118,5/10/2019,310
80457845,M7F-612,10/12/2019,133
88854166,L3N-150,11/11/2020,127
34248357,H4R-733,23/09/2020,138
87495937,L2H-207,18/08/2019,115
39544560,Y0K-784,25/04/2020,306
47528229,T8Y-354,16/01/2019,149
50200823,R0P-255,5/09/2019,336
82031355,Z5D-724,2/03/2019,113
54141214,J7Y-327,26/09/2019,333
64532449,X3Z-285,31/03/2020,126
15559308,S3L-803,2/09/2019,130
48878256,G2R-979,3/05/2019,335
27185429,U3F-754,22/10/2020,111
54447051,G3Y-654,24/02/2019,331
16477908,X9D-758,29/10/2020,110
64532449,J0V-437,8/09/2019,161
45043076,R1T-735,6/08/2020,316
16477908,I0E-459,21/09/2020,320
60784914,A8J-929,1/05/2019,170
19963454,X9O-440,3/09/2020,165
79641328,X8Q-687,17/07/2019,324
19963454,T9D-604,8/11/2020,202
48878256,G2R-979,20/08/2019,322
86718074,L4O-783,22/09/2020,302
36079131,I0W-872,10/04/2020,141
12270502,Y5F-449,17/12/2019,330
75348522,X0D-655,11/04/2020,107
42956681,L8Z-555,14/03/2019,127
66849703,J2F-853,20/02/2019,307
73567806,A7Y-833,15/04/2019,341
80457845,M7F-612,26/05/2019,122
47528229,I4H-529,11/04/2020,322
90467829,K4H-445,31/07/2020,112
26522329,W7R-114,6/03/2019,207
82870470,C4O-436,9/07/2020,159
77763722,Q4P-612,1/09/2019,329
32244565,M8W-853,29/04/2019,325
19963454,T9D-604,15/01/2020,332
71578206,Y9F-491,13/09/2019,320
53374153,V7L-069,20/06/2019,159
48878256,Z4L-514,31/08/2019,329
35912665,O4X-500,19/12/2019,136
45043076,I1D-713,12/01/2019,334
96693273,A6K-820,10/05/2019,306
